class,_exit,_llseek,_tvf,accept,access,"admax_vars[\""u",allocation\nD/dalvikvm,an,bind,body.appendChild,brk,catch,cba,chdir,chmod,clock_getres,clock_gettime,clock_nanosleep,clone,close,commons.init,connect,document.createElement,dup,eK\f,ej,ena,epoll_create,epoll_ctl,epoll_wait,execve,exit_group,fchmod,fdatasync,flock,for,fork,fsync,ftruncate,function,futex,getSize,getSuid,getcwd,getpeername,getpgid,getpid,getppid,getpriority,getrlimit,getrusage,getsockname,getsockopt,gettid,gettimeofday,gtfs_trips,iQ,if,inet_addr,inotify_add_watch,inotify_init,inotify_rm_watch,ioctl,isNaN,kill,large,link,listen,ln,loadAd,lseek,madvise,mkdir,mlock,mprotect,msync,munlock,munmap,nanosleep,nu,oTÃ©\24\t,oU,open,parseInt,pipe,poll,prctl,read,readlink,readv,recvfrom,recvmsg,rename,restart_syscall,rgb,rgba,rmdir,rt_sigprocmask,rt_sigreturn,rt_sigtimedwait,scale3d,sched_get_priority_max,sched_get_priority_min,sched_getparam,sched_getscheduler,sched_setscheduler,sched_yield,"script\"":function",select,sendmsg,sendto,set_thread_area,setitimer,setpgid,setpriority,setsockopt,shutdown,sigaction,sigaltstack,sigprocmask,sigreturn,sigsuspend,socket,socketpair,st,st.nodeName,successionapostrophe,symlink,sysinfo,syslog,tgkill,this.A?Gy,thread.\nD/dalvikvm,timer_create,timerfd_create,timerfd_settime,tkill,to,truncate,uP,ukÂ»Ã¸R,umask,uname,unlink,url,utimes,vfork,waitpid,webviewDidAppear,webviewDidClose,webviewDidCloseHelper,window.addEventListener,write,writev,xS,yK
0,29,82,0,0,259,0,0,0,5,0,629,0,0,0,59,0,129892,0,70,1961,0,119,0,283,0,0,0,13,307,17983,1,1,1,45,2,0,1,51,370,0,33242,0,0,0,0,0,6010,0,211,3,0,32,61,720,27160,0,0,0,9,0,0,0,4524,0,0,0,0,1,0,0,230,1558,7,0,3875,1,0,817,31,0,0,0,1411,0,13,4,164,9751,1,0,6075,53,47,3,0,0,0,0,0,1,0,0,0,0,0,490,7,0,0,52,2542,70,0,1,100,184,0,8,99,1566,0,0,129,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,56,0,0,0,0,0,0,0,0,6801,625,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,0,27,0,0,0,1,0,129,0,0,0,3,0,6066,0,37,131,0,0,0,7,0,0,0,5,12,1302,0,0,0,5,1,0,0,0,0,0,1996,0,0,0,0,0,94,0,9,1,0,0,0,198,458,0,0,0,0,0,0,0,344,0,1,0,0,1,0,0,29,177,2,0,275,0,0,36,8,0,0,0,133,0,5,0,21,984,1,0,19,3,0,2,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,2,0,35,0,0,38,0,0,0,37,28,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,550,48,0,0
0,32,0,0,0,475,0,0,0,2,0,114,0,0,0,124,0,9142,0,37,588,0,4,0,95,0,0,0,0,50,1055,0,0,0,233,0,0,0,118,0,0,5277,0,0,0,0,0,862,0,105,0,0,4,51,87,1091,0,0,0,0,0,0,0,2335,0,0,0,0,0,0,0,2,572,2,0,1252,0,0,220,23,0,0,0,445,0,0,2,34,600,0,0,2398,2,117,3,0,0,0,0,6,2,0,0,0,21,21,203,3,0,0,0,434,34,0,0,6,108,0,18,66,417,0,0,10,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,300,0,119,0,0,0,0,0,0,0,0,506,369,0,0
0,3,0,0,0,22,0,0,0,0,0,41,0,0,0,0,0,692,0,5,52,0,0,0,8,0,0,0,1,7,30,0,0,0,25,0,0,0,0,0,0,10853,0,0,0,0,0,42,0,11,0,0,0,0,9,90,0,0,0,0,0,0,0,219,0,1,0,0,0,0,0,0,263,0,0,3761,0,0,92,14,0,0,0,38,0,1,1,6,11,0,0,23,1,0,1,0,0,0,0,0,1,0,0,0,0,0,26,1,0,0,0,2,4,0,0,1,0,0,0,7,523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,5,55,0,0
0,24,0,0,0,125,0,0,0,10,0,114,0,0,0,25,0,2521,0,57,407,0,17,0,5,0,0,0,11,19,403,8,2,0,45,0,0,2,16,0,0,6791,0,0,1,0,1,98,1,18,3,0,18,32,224,606,0,0,0,0,0,0,0,473,0,1,0,0,1,0,0,29,382,5,0,818,0,0,118,19,0,0,0,176,0,22,7,39,794,1,0,16,3,7,1,0,0,0,0,0,3,0,0,0,0,0,37,7,0,18,2,12,56,0,0,27,29,0,30,80,203,0,0,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,13,0,0,0,0,0,0,0,0,376,40,0,0
0,0,0,0,0,2,0,0,0,0,0,54,0,0,0,0,0,9001,0,3,132,0,0,0,63,0,0,0,0,41,1242,0,0,0,0,0,0,0,0,0,0,2082,0,0,0,0,0,796,0,65,0,0,0,0,12,7,0,0,0,0,0,0,0,1314,0,0,0,0,0,0,0,0,84,0,0,795,0,0,112,3,0,0,0,18,0,0,0,2,408,0,0,3795,1,0,3,0,0,0,0,0,1,0,0,0,0,0,141,2,0,0,0,1327,2,0,0,8,0,0,0,2,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430,77,0,0
0,2,0,0,0,28,0,0,0,0,0,931,0,0,0,0,0,218751,0,23,733,0,237,0,142,0,0,0,2,493,33091,0,0,0,20,0,0,0,0,0,0,39140,0,0,0,0,0,5914,0,31,2,0,36,36,2920,32978,0,0,0,0,0,0,0,2801,0,0,0,0,0,0,0,79,508,1,0,934,0,0,634,23,0,0,0,245,0,2,1,108,17861,1,0,6387,112,1,1,0,0,0,0,0,1,0,0,0,0,0,66,3,0,0,111,2588,15,0,0,22,144,0,0,17,495,0,0,237,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14465,570,0,0
0,0,0,0,0,2,0,0,0,12,0,66,0,0,0,0,0,6393,0,2,152,0,22,0,62,0,0,0,0,77,831,0,0,0,0,0,0,0,0,0,0,2375,0,0,0,0,0,573,0,62,0,0,24,11,6,30,0,0,0,0,0,0,0,971,0,1,0,0,0,0,0,0,200,0,0,393,0,0,44,6,0,0,0,19,0,0,0,13,250,0,0,3177,1,0,2,0,0,0,0,0,1,0,0,0,0,0,132,0,0,0,0,1399,1,0,0,5,34,0,0,1,283,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,88,0,0
0,5,29,0,0,60,0,0,0,3,0,134,0,0,0,16,0,17433,0,23,317,0,3,0,117,0,0,0,5,224,1674,0,0,0,25,0,0,0,4,0,0,4777,0,0,0,0,0,1179,0,134,1,0,4,8,138,262,0,0,0,9,0,0,0,3113,0,0,0,0,1,0,0,29,604,18,0,1958,0,0,238,19,0,0,0,113,0,5,1,37,854,0,0,6734,1,3,1,0,0,0,0,0,1,0,0,0,0,0,272,1,0,0,0,2615,23,0,0,18,5,0,0,28,1446,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,6,0,0,0,0,0,0,0,0,866,246,0,0
0,3,0,0,0,51,0,0,0,2,0,92,0,0,0,21,0,15009,0,8,295,0,3,0,107,0,0,0,1,173,1843,0,0,0,20,0,0,0,10,0,0,5301,0,0,0,0,0,1217,0,88,0,0,4,8,12,175,0,0,0,3,0,0,0,2415,0,0,0,0,0,0,0,0,447,17,0,1499,0,0,241,10,0,0,0,99,0,1,1,44,522,0,0,6269,1,9,3,0,0,0,0,0,1,0,0,0,0,0,184,3,0,0,0,2608,7,0,0,2,5,0,0,10,1211,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,10,0,0,0,0,0,0,0,0,2024,222,0,0
0,13,48,0,0,1261,0,0,0,9,0,791,0,0,0,16,0,34215,0,47,742,0,84,0,59,0,0,0,10,143,4199,1,1,1,135,2,0,1,7,235,0,10837,0,0,0,0,0,1288,0,93,3,0,34,49,467,8328,0,0,0,18,0,0,0,1766,0,1,0,0,1,0,0,425,680,17,0,1689,1,0,475,45,0,0,0,708,0,10,6,83,2537,1,0,1732,27,8,1,0,0,0,0,12,2,0,0,0,45,45,150,12,0,0,25,663,47,0,1,58,122,0,36,60,1122,0,0,100,7,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,130,0,28,0,0,0,0,0,0,0,0,1878,254,0,0
0,20,99,0,0,80385,0,0,0,84,0,333,0,0,0,8,0,109363,0,32,81525,0,122,0,150,0,0,0,8,221,1607,0,0,0,90,0,0,0,6,0,0,92315,0,0,0,0,0,1465,0,168,0,0,168,380,90,203218,0,0,0,87,0,0,0,164512,0,0,0,0,0,0,0,10,4306,14,0,14037,0,0,40436,99,0,0,0,80896,0,9,39,61,2932,0,0,5613,2,11,2,0,0,0,0,7,2,0,0,0,19,19,364,18,0,2,0,2135,31,0,0,24,145,0,16,51,4323,0,0,372,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,80028,0,40,0,12,0,0,0,0,0,0,4338,512,0,0
0,10,48,0,0,42,0,0,0,1,0,63,0,0,0,6,0,434,0,26,102,0,0,0,0,0,0,0,4,5,48,1,1,1,5,2,0,1,6,0,0,1381,0,0,0,0,0,16,0,5,2,0,0,0,138,105,0,0,0,0,0,0,0,230,0,1,0,0,1,0,0,129,267,2,0,377,1,0,85,3,0,0,0,149,0,4,1,26,166,0,0,0,1,3,6,0,0,0,0,0,1,0,0,0,0,0,15,0,0,0,0,0,25,0,1,14,0,0,8,35,68,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,68,43,0,0
0,0,0,0,0,20,0,0,0,0,0,283,0,0,0,3,0,15210,0,1,303,0,0,0,144,0,0,0,0,241,1318,0,0,0,0,0,0,0,3,0,0,10156,0,0,0,0,0,968,0,111,0,0,0,0,0,5,0,0,0,0,0,0,0,2149,0,0,0,0,0,0,0,0,389,0,0,4845,0,0,103,16,0,0,0,29,0,0,0,0,395,0,0,5188,1,3,3,0,0,0,0,0,1,0,0,0,0,0,231,0,0,0,0,2161,0,0,0,0,0,0,0,0,1259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,500,245,0,0
0,48,3,0,0,357,0,0,0,31,0,1199,0,0,0,33,0,569483,0,95,5158,0,259,0,222,0,0,0,7,418,66466,0,0,1,255,2,0,1,30,669,0,145483,0,0,0,0,0,41190,0,140,2,0,88,206,1432,90769,0,0,0,19,0,0,0,13725,0,0,0,0,1,0,0,976,1338,7,0,3158,0,0,3873,25,0,0,0,4538,0,8,30,166,22490,1,0,12804,121,37,4,0,0,0,0,18,2,0,0,0,55,55,246,4,0,3,119,1094,91,0,0,145,275,0,38,139,1923,0,0,351,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,14,0,52,0,0,0,0,0,0,0,0,15308,730,0,0
0,43,48,0,0,375,0,0,0,12,0,1124,0,0,0,29,0,442409,0,93,4596,0,123,0,188,0,0,0,7,262,51263,1,1,1,270,2,0,1,27,398,0,116965,0,0,0,0,0,30204,0,145,3,0,34,91,1191,69156,0,0,0,24,0,0,0,30675,0,0,0,0,1,0,0,1110,2427,8,0,2950,1,0,9641,28,0,0,0,4274,0,8,11,1243,20797,1,0,16309,98,29,4,0,0,0,0,18,2,0,0,0,56,56,249,6,0,3,96,1054,90,0,1,144,146,0,46,134,1225,0,0,158,7,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,14,1,45,0,0,0,0,0,0,0,0,14491,713,0,0
0,30,48,0,0,340,0,0,0,12,0,893,0,0,0,33,0,141811,0,85,2325,0,128,0,176,0,0,0,7,272,20796,1,1,1,225,2,0,1,31,406,0,34859,0,0,0,0,0,4919,0,145,3,0,36,90,1107,24551,0,0,0,30,0,0,0,4557,0,0,0,0,1,0,0,926,1171,8,0,3020,1,0,850,19,0,0,0,2027,0,8,11,154,12825,1,0,3904,87,30,4,0,0,0,0,17,2,0,0,0,55,55,263,7,0,3,85,1093,83,0,1,138,154,0,44,113,1059,0,0,163,7,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,14,0,49,0,0,0,0,0,0,0,0,10566,548,0,0
0,96,106,0,0,578,0,0,0,21,0,897,0,0,0,45,0,452889,0,151,4199,0,134,0,159,0,0,0,11,335,48709,5,2,1,175,2,0,2,28,272,0,129594,0,0,0,0,0,33064,0,146,4,0,61,140,983,83471,0,0,0,3,0,0,0,34705,0,0,0,0,1,0,0,285,1839,9,0,7441,1,0,11353,62,0,0,0,3808,0,23,14,233,16750,1,0,16289,41,24,3,0,0,0,0,22,2,0,0,0,59,59,215,17,0,102,39,2027,152,0,1,101,253,0,64,248,2720,0,0,169,9,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,356,1,36,0,0,0,0,0,0,0,0,10323,571,0,0
0,4,0,0,0,32,0,0,0,1,0,493,0,0,0,4,0,75804,0,25,959,0,0,0,136,0,0,0,6,180,11729,0,0,0,5,0,0,0,3,0,0,18006,0,0,0,0,0,3232,0,147,1,0,0,0,199,7022,0,0,0,0,0,0,0,2672,0,0,0,0,1,0,0,25,348,1,0,1455,0,0,343,25,0,0,0,714,0,6,0,12,6734,1,0,5859,7,1,1,0,0,0,0,0,1,0,0,0,0,0,340,3,0,0,6,2421,24,0,0,24,0,0,0,28,1032,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4600,370,0,0
0,18,12,0,0,168,0,0,0,22,0,357,0,0,0,9,0,127206,0,63,610,0,116,0,75,0,0,0,3,168,18336,0,0,0,15,0,0,0,9,0,0,25400,0,0,0,0,0,4532,0,35,1,0,63,66,425,13915,0,0,0,0,0,0,0,1748,0,1,0,0,0,0,0,52,908,92,0,2345,0,0,417,30,0,0,0,380,0,3,16,117,10028,1,0,2613,51,10,3,0,0,0,0,0,1,0,0,0,0,0,86,4,0,0,50,1155,52,0,0,48,153,18,0,70,791,0,0,122,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,10581,398,0,0
0,20,48,0,0,95,0,0,0,3,0,1283,0,0,0,1,0,159820,0,63,2089,0,150,0,199,0,0,0,6,307,23835,1,1,1,35,2,0,1,1,356,0,33995,0,0,0,0,0,5685,0,146,3,0,27,45,1129,35082,0,0,0,12,0,0,0,3286,0,0,0,0,1,0,0,257,1065,4,0,1883,1,0,765,23,0,0,0,1707,0,6,3,165,13757,1,0,4526,109,1,3,0,0,0,0,12,2,0,0,0,40,40,337,6,0,0,107,1724,63,0,1,130,153,0,34,83,927,0,0,157,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,116,0,0,0,0,0,0,0,0,9968,514,0,0
0,20,180,0,0,144,0,0,0,14,0,430,0,0,0,23,0,28371,0,53,628,0,44,0,27,0,0,0,7,50,4376,8,2,0,25,0,0,2,20,48,0,8924,0,0,0,0,0,910,0,34,4,0,31,60,360,4512,0,0,0,12,0,0,0,1009,0,1,0,0,1,0,0,135,764,6,0,2376,0,0,240,17,0,0,0,323,0,15,6,73,3248,1,0,518,17,17,4,0,0,0,0,0,1,0,0,0,0,0,108,4,0,0,16,191,54,0,0,73,120,0,16,74,849,0,0,66,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,3136,119,0,0
0,48,0,0,0,141,0,0,0,28,0,196,0,0,0,27,0,41155,0,89,681,0,72,0,142,0,0,0,9,250,5279,0,0,0,70,0,0,0,15,62,0,14740,0,0,0,0,0,1881,0,130,2,0,61,83,350,5506,0,0,0,0,0,0,0,3731,0,0,0,0,1,0,0,99,740,6,0,2522,0,0,493,30,0,0,0,339,0,11,17,81,2814,1,0,6276,12,15,3,0,0,0,0,0,1,0,0,0,0,0,287,11,0,4,11,1990,88,0,0,38,115,6,0,136,1066,0,0,98,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,20,0,0,0,0,0,0,0,0,3113,314,0,0
0,76,144,0,0,159,0,0,0,15,0,143,0,0,0,25,0,13112,0,113,713,0,30,0,15,0,0,0,7,25,2469,12,3,0,20,0,0,3,22,0,0,9252,0,0,0,0,0,503,0,28,5,0,28,70,359,1692,0,0,0,48,0,0,0,1201,0,1,0,0,1,0,0,104,985,7,0,2155,0,0,348,27,0,0,0,322,0,19,5,94,2346,1,0,148,7,19,4,0,0,0,0,0,1,0,0,0,0,0,129,8,0,0,6,36,110,0,0,91,115,0,24,186,911,0,0,64,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,2069,101,0,0
0,30,48,0,0,182,0,0,0,12,0,462,0,0,0,28,0,34438,0,59,986,0,37,0,99,0,0,0,7,117,4284,1,1,1,120,2,0,1,17,50,0,11998,0,0,0,0,0,2078,0,119,3,0,26,23,310,6350,0,0,0,0,0,0,0,2820,0,0,0,0,1,0,0,216,746,6,0,2527,1,0,657,17,0,0,0,849,0,8,1,97,2902,1,0,4835,9,17,6,0,0,0,0,6,2,0,0,0,17,17,242,7,0,1,7,1984,59,0,1,36,49,0,24,89,1352,0,0,44,7,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,114,0,27,0,0,0,0,0,0,0,0,1516,266,0,0
0,31,48,0,0,150,0,0,0,4,0,478,0,0,0,24,0,116718,0,57,1412,0,32,0,183,0,0,0,6,276,13438,1,1,1,75,2,0,1,13,88,0,28845,0,0,0,0,0,6546,0,175,3,0,11,16,359,20410,0,0,0,0,0,0,0,5436,0,0,0,0,1,0,0,220,917,6,0,2461,1,0,1341,17,0,0,0,1082,0,6,0,263,6283,1,0,5266,13,13,7,0,0,0,0,0,1,0,0,0,0,0,447,4,0,1,12,1993,57,0,1,46,40,0,8,88,1423,0,0,39,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,20,0,0,0,0,0,0,0,0,3884,355,0,0
0,14,48,0,0,38,0,0,0,2,0,458,0,0,0,4,0,15969,0,32,577,0,2,0,67,0,0,0,5,57,2576,1,1,1,5,2,0,1,3,0,0,4217,0,0,0,0,0,1111,0,117,2,0,2,4,209,1209,0,0,0,0,0,0,0,1735,0,0,0,0,1,0,0,130,407,3,0,1275,1,0,222,7,0,0,0,564,0,5,1,48,1980,1,0,5066,5,0,3,0,0,0,0,11,2,0,0,0,30,30,183,1,0,0,3,2092,32,0,1,20,4,0,34,46,897,0,0,6,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,922,146,0,0
0,86,540,0,0,352,0,0,0,38,0,919,0,0,0,38,0,379763,0,133,5162,0,215,0,240,0,0,0,13,373,51684,32,8,0,35,0,0,8,36,434,0,107241,0,0,0,0,0,27186,0,191,10,0,101,235,1442,60668,0,0,0,66,0,0,0,60065,0,0,0,0,1,0,0,310,5961,11,0,4426,0,0,28331,63,0,0,0,3431,0,45,24,3534,22940,1,0,12729,122,34,4,0,0,0,0,16,7,0,0,0,47,47,452,20,0,0,120,1880,139,0,0,234,495,0,100,225,4405,0,0,288,9,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,18665,689,0,0
0,16,0,0,0,72,0,0,0,13,0,685,0,0,0,6,0,113511,0,57,2653,0,46,0,82,0,0,0,9,100,14652,32,8,0,15,0,0,8,5,0,0,34996,0,0,0,0,0,7331,0,124,9,0,29,54,303,43301,0,0,0,0,0,0,0,3108,0,0,0,0,0,0,0,54,1443,10,0,3454,0,0,473,29,0,0,0,1614,0,44,10,75,7938,1,0,4306,31,6,6,0,0,0,0,16,7,0,0,0,51,51,152,18,0,7,29,1674,60,0,0,34,82,0,100,76,1897,0,0,55,5,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4103,376,0,0
0,66,128,0,0,143,0,0,0,18,0,202,0,0,0,20,0,11142,0,102,605,0,34,0,16,0,0,0,7,24,1896,8,2,0,20,0,0,2,17,0,0,7084,0,0,0,0,0,383,0,29,4,0,35,94,343,1805,0,0,0,81,0,0,0,1027,0,1,0,0,1,0,0,100,991,6,0,2081,0,0,303,37,0,0,0,312,0,15,8,83,2021,1,0,205,7,15,6,0,0,0,0,0,1,0,0,0,0,0,127,8,0,0,6,45,98,0,0,90,141,0,16,164,942,0,0,80,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,1852,88,0,0
0,3,1,0,0,103,0,0,0,11,0,106,0,0,0,36,0,2080,0,25,195,0,16,0,2,0,0,0,5,8,262,0,0,0,5,0,0,0,35,0,0,4286,0,0,0,0,0,28,0,6,1,0,20,56,157,280,0,0,0,0,0,0,0,730,0,1,0,0,1,0,0,25,305,13,0,549,0,0,79,11,0,0,0,157,0,6,10,8,377,1,0,470,3,34,3,0,0,0,0,0,1,0,0,0,0,0,12,5,0,3,2,11,23,0,0,18,33,0,0,26,248,0,0,44,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,837,26,0,0
0,20,92,0,0,143,0,0,0,9,0,553,0,0,0,21,0,32124,0,52,633,0,68,0,73,0,0,0,9,158,4719,5,2,1,45,2,0,2,18,136,0,9146,0,0,0,0,0,1434,0,58,4,0,29,39,355,6202,0,0,0,18,0,0,0,2018,0,0,0,0,1,0,0,224,632,11,0,1471,1,0,314,14,0,0,0,411,0,13,6,80,2845,1,0,5885,23,12,3,0,0,0,0,0,1,0,0,0,0,0,125,5,0,0,22,2551,53,0,1,39,91,0,16,73,598,0,0,81,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,29,0,0,0,0,0,0,0,0,2286,146,0,0
0,78,48,0,0,213,0,0,0,13,0,601,0,0,0,11,0,351399,0,123,2388,0,172,0,110,0,0,0,5,287,36594,1,2,1,60,2,0,1,12,447,0,94336,0,0,0,0,0,21804,0,99,3,0,57,70,1158,51886,0,0,0,0,0,0,0,3212,0,0,0,0,0,0,0,325,1788,76,0,4068,1,0,879,73,0,0,0,2196,0,5,12,196,13852,1,0,2327,59,11,2,0,0,0,0,28,2,0,0,0,53,53,128,5,0,0,57,746,118,0,1,107,198,14,66,196,2151,0,0,178,6,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,11225,472,0,0
0,229,424,0,0,319,0,0,0,88,0,1050,0,0,0,51,0,514106,0,298,6565,0,285,0,163,0,0,0,14,279,65647,40,10,0,40,0,0,10,47,451,0,167096,0,0,0,0,0,46482,0,169,12,0,201,486,1368,128674,0,0,0,371,0,0,0,10996,0,0,0,0,1,0,0,273,4276,15,0,5858,0,0,1860,121,0,0,0,4520,0,54,36,675,21912,1,0,8912,97,45,4,0,0,0,0,19,9,0,0,0,55,55,438,26,0,0,95,1964,307,0,0,277,555,0,122,536,3650,0,0,520,9,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,13624,1201,0,0
0,98,48,0,0,118,0,0,0,4,0,546,0,0,0,4,0,83698,0,119,2213,0,70,0,195,0,0,0,3,183,14567,1,1,1,20,2,0,1,3,0,0,26125,0,0,0,0,0,3169,0,250,3,0,19,23,883,16260,0,0,0,0,0,0,0,3772,0,0,0,0,0,0,0,183,1161,5,0,3310,1,0,925,32,0,0,0,1908,0,5,2,163,10821,1,0,2889,28,4,4,0,0,0,0,15,2,0,0,0,40,40,479,6,0,2,26,584,113,0,1,60,64,0,44,211,1092,0,0,76,3,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,6091,1409,0,0
0,19,0,0,0,15,0,0,0,16,0,71,0,0,0,3,0,18357,0,29,280,0,16,0,133,0,0,0,0,197,2760,0,0,0,0,0,0,0,2,0,0,5993,0,0,0,0,0,1962,0,146,0,0,16,26,28,1303,0,0,0,0,0,0,0,2743,0,0,0,0,0,0,0,0,223,1,0,1081,0,0,172,11,0,0,0,17,0,0,17,28,715,0,0,6454,1,0,3,0,0,0,0,0,1,0,0,0,0,0,298,6,0,0,0,2150,28,0,0,0,0,0,0,47,399,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947,229,0,0
0,21,0,0,0,79,0,0,0,0,0,107,0,0,0,7,0,18855,0,28,483,0,0,0,216,0,0,0,0,323,2310,0,0,0,15,0,0,0,3,0,0,6402,0,0,0,0,0,2081,0,171,0,0,0,0,33,133,0,0,0,0,0,0,0,4685,0,0,0,0,0,0,0,0,604,1,0,1333,0,0,420,8,0,0,0,75,0,0,0,155,527,0,0,6214,1,3,3,0,0,0,0,0,1,0,0,0,0,0,361,2,0,0,0,2199,27,0,0,6,0,0,0,48,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,5,0,0,0,0,0,0,0,0,605,1949,0,0
0,10,0,0,0,45,0,0,0,1,0,446,0,0,0,0,0,26481,0,33,793,0,6,0,153,0,0,0,5,219,4209,0,0,0,20,0,0,0,0,14,0,6041,0,0,0,0,0,1497,0,126,2,0,3,6,228,5558,0,0,0,0,0,0,0,2412,0,0,0,0,0,0,0,79,359,9,0,925,0,0,178,10,0,0,0,518,0,5,1,48,2938,1,0,5923,4,2,1,0,0,0,0,0,1,0,0,0,0,0,281,3,0,0,3,2499,31,0,0,33,12,0,0,41,293,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1729,224,0,0
0,32,180,0,0,337,0,0,0,21,0,669,0,0,0,22,0,565539,0,77,3386,0,196,0,94,0,0,0,6,252,49323,1,1,1,50,2,0,1,20,510,0,139959,0,0,0,0,0,38317,0,44,3,0,76,135,819,89223,0,0,0,54,0,0,0,16086,0,0,0,0,1,0,0,300,1620,82,0,4473,1,0,4900,90,0,0,0,3097,0,6,15,180,13146,1,0,9939,79,55,2,0,0,0,0,0,1,0,0,0,0,0,167,7,0,0,78,2282,72,0,1,128,330,14,8,104,1988,0,0,224,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,9677,1307,0,0
