,????,_llseek,access,arch_prctl,bind,brk,chmod,class,clock_gettime,clone,close,connect,dup,epoll_create,epoll_create1,epoll_ctl,epoll_pwait,epoll_wait,eventfd2,exit_group,faccessat,fchmod,fchmodat,fchown32,fcntl,fcntl64,fdatasync,flock,fork,fstat,fstat64,fstatat64,fsync,ftruncate,ftruncate64,futex,getcwd,getdents64,getegid32,geteuid,geteuid32,getgid32,getpgid,getpid,getppid,getpriority,getrlimit,getsockname,getsockopt,gettid,gettimeofday,getuid,getuid32,inotify_add_watch,inotify_init1,inotify_rm_watch,ioctl,ipc_subcall,kill,listen,lseek,lstat64,madvise,mincore,mkdir,mkdirat,mknod,mknodat,mlock,mmap,mmap2,mprotect,mremap,msgget,msync,munlock,munmap,nanosleep,newfstatat,open,openat,pipe,pipe2,pivot_root,poll,ppoll,prctl,pread,pread64,pwrite,pwrite64,read,readlink,readlinkat,recv,recvfrom,recvmsg,rename,renameat,restart_syscall,rmdir,rt_sigaction,rt_sigprocmask,rt_sigreturn,sched_get_priority_max,sched_getparam,sched_getscheduler,sched_setscheduler,sched_yield,select,semget,semop,sendmsg,sendto,setpgid,setpriority,setrlimit,setsockopt,shutdown,sigaction,sigprocmask,sigreturn,socket,socketcall,socketpair,stat64,statfs,statfs64,tgkill,tkill,ugetrlimit,umask,unlink,unlinkat,utimensat,wait4,write,writev
1,0,0,0,0,0,0,0,0,0,0,99,0,52,0,0,39,2424,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,0,0,0,0,891,0,0,0,0,0,94,0,0,0,0,0,0,47,0,1,0,0,0,0,30,0,0,0,7,0,0,0,0,0,1,15,0,0,0,262,0,0,0,1564,0,0,0,0,0,0,34,0,0,0,0,0,57,0,0,0,0,1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,598
1,0,0,0,0,0,0,0,0,126,7,127,0,61,0,0,45,2449,0,0,0,6,0,0,0,21,0,0,0,0,3,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2323,0,0,0,0,1834,0,0,0,0,0,53,0,0,0,0,0,0,130,0,16,0,0,0,0,59,0,51,0,54,0,0,0,0,0,6,63,0,0,0,313,0,0,0,1633,0,0,0,0,0,0,91,0,0,0,0,0,20,0,0,0,8,1499,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,532
1,0,0,0,0,0,0,0,0,67,0,50,0,30,0,0,29,2470,0,0,0,2,0,0,0,17,0,0,0,0,2,0,0,0,0,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2364,0,0,0,0,1095,0,0,0,0,0,100,0,0,0,0,0,0,41,0,6,0,0,0,0,12,0,23,0,14,0,0,0,0,0,6,19,0,0,0,176,0,0,0,1917,0,0,0,0,0,0,14,0,0,0,0,0,3,0,0,0,3,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,541
1,0,0,0,0,0,0,0,0,0,1,118,0,27,0,0,58,1560,0,0,0,0,0,0,0,29,0,0,11,0,7,0,0,0,0,0,194,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,0,0,0,0,1276,0,0,0,0,0,4098,0,0,0,0,0,0,1583,0,7,2,0,3,0,656,0,2,0,59,0,0,0,0,0,806,1436,0,0,0,453,0,0,0,2410,0,0,0,0,0,0,11692,0,0,0,0,0,0,0,0,0,0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934,163
1,0,0,0,1,0,0,0,0,0,4,48,0,11,0,0,24,157,0,0,0,3,0,1,0,6,0,0,0,0,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,187,0,0,0,0,515,0,0,0,0,0,54,0,0,0,0,0,0,68,0,7,0,0,0,0,46,0,47,0,18,0,0,0,0,0,11,76,0,0,0,129,0,0,0,355,0,0,0,0,0,0,8,52,0,0,0,0,0,0,0,0,0,331,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,132,116
1,0,0,0,0,0,0,0,0,19,14,197,0,62,0,0,49,2303,0,0,0,2,0,0,0,28,0,0,0,0,22,0,0,0,0,0,241,0,4,0,0,0,0,0,0,0,2,1,0,0,0,0,2216,0,0,0,0,4570,0,0,0,34,0,611,0,0,1,0,0,0,304,0,343,0,0,0,0,215,0,28,0,85,0,0,0,0,0,75,209,0,0,0,5228,0,3,0,2315,0,0,0,0,0,0,641,1,0,0,0,0,0,0,0,0,0,1911,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2987,329
1,0,0,0,0,0,0,0,0,3,51,313,0,75,0,0,63,8133,0,0,0,6,0,1,0,84,0,20,0,0,56,0,0,0,0,0,1703,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,8261,0,0,0,0,4083,0,0,0,0,0,722,0,0,0,0,0,0,972,0,175,0,0,0,0,683,0,56,0,233,0,0,0,0,0,129,1022,0,45,0,343,0,1,0,1255,0,0,0,0,0,0,178,13,0,0,0,0,185,0,0,0,3,1079,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,479,541
1,0,0,0,0,0,0,0,0,19,11,112,0,7,0,6,32,266,0,0,0,2,0,0,0,26,0,0,50,0,24,0,0,0,6,0,115,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,251,0,0,0,0,437,0,0,0,0,0,12,0,0,1,0,0,0,184,0,30,0,0,0,0,188,0,24,0,70,0,9,0,0,0,3,219,0,0,0,107,0,0,0,821,0,0,0,0,0,0,47,0,0,0,0,0,50,0,0,0,0,691,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,274,291
1,0,0,0,0,0,0,0,0,11,26,180,0,55,0,1,34,1737,0,1,0,7,0,1,0,35,0,0,0,0,26,0,0,0,0,0,326,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1773,0,0,1,0,1030,0,0,0,42,0,96,0,0,1,0,0,0,322,0,272,0,0,0,0,168,0,265,0,109,0,0,0,0,0,69,143,0,0,0,265,0,7,0,737,0,0,0,0,0,0,159,0,0,0,0,0,19,0,0,0,0,618,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,273,396
1,0,0,0,0,0,0,0,0,0,1,145,0,61,0,0,95,906,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761,0,0,0,0,1102,0,0,0,0,0,30,0,0,0,0,0,0,91,0,3,0,0,0,0,76,0,3,0,8,0,0,0,0,0,8,85,0,0,0,330,0,0,0,2307,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,1931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,883
1,0,0,0,0,0,0,0,0,0,2,8,0,8,0,0,7,4053,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3759,0,0,0,0,575,0,0,0,0,0,47,0,0,0,0,0,0,18,0,5,0,0,0,0,4,0,0,0,6,0,0,0,0,0,1,8,0,0,0,390,0,0,0,2044,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,12,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,168
1,0,0,0,0,0,0,0,0,13,10,57,0,16,0,0,16,23700,0,0,0,3,0,0,0,8,0,0,0,0,2,0,0,0,0,0,1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17225,0,0,0,0,6600,0,0,0,0,0,70,0,0,0,0,0,0,72,0,14,0,0,0,0,32,0,25,0,29,0,0,0,0,0,0,53,0,0,0,5225,0,1,0,7793,0,0,0,0,0,0,24,1,0,0,0,0,110,0,0,0,0,1708,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5200,222
1,0,0,0,0,0,0,0,0,1,3,137,0,61,0,0,58,3329,0,0,0,14,0,0,0,46,0,0,0,0,0,0,0,0,0,0,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3014,0,0,0,0,1197,0,0,0,0,0,70,0,0,0,0,0,0,92,0,9,0,0,0,0,51,0,52,0,37,0,0,0,0,0,1,91,0,0,0,415,0,0,0,1978,0,0,0,0,0,0,61,0,0,0,0,0,69,0,0,0,0,1613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483,574
1,0,0,0,0,0,0,0,0,0,1,65,0,40,0,0,32,3539,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2992,0,0,0,0,1058,0,0,0,0,0,45,0,0,0,0,0,0,60,0,6,0,0,0,0,21,0,14,0,26,0,0,0,0,0,1,48,0,0,0,355,0,0,0,3151,0,0,0,0,0,0,44,0,0,0,0,0,48,0,0,0,0,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,339
1,0,0,0,0,0,0,0,0,2,0,44,0,33,0,0,27,3216,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3179,0,0,0,0,737,0,0,0,0,0,204,0,0,0,0,0,0,15,0,4,0,0,0,0,2,0,0,0,11,0,0,0,0,0,1,1,0,0,0,404,0,0,0,1432,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,445
1,0,0,0,0,0,0,0,0,44,29,169,0,38,0,0,27,2260,0,0,0,8,0,1,0,37,0,0,0,0,44,0,0,0,0,0,457,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2206,0,0,1,0,1290,0,0,0,78,0,106,0,0,2,0,0,0,335,0,526,0,0,0,0,168,0,402,0,124,0,0,0,0,0,83,124,0,0,0,332,0,10,0,876,0,0,0,0,0,0,63,0,0,0,0,0,66,0,0,0,2,605,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,376,670
1,0,0,0,0,0,0,0,0,250,5,110,0,51,0,0,41,3959,0,0,0,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,454,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3912,0,0,0,0,1661,0,0,0,2,0,165,0,0,0,0,0,0,116,0,9,0,0,0,0,53,0,25,0,48,0,0,0,0,0,5,74,0,0,0,326,0,0,0,981,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,17,936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,460
1,0,0,0,0,0,0,0,0,0,18,521,0,63,0,0,109,1687,0,0,0,204,0,36,0,1291,0,40,0,0,1360,0,0,0,0,0,191,0,2,0,211,0,0,0,0,0,0,1,0,0,0,0,1384,0,0,0,0,1411,0,0,0,153,0,89,0,0,1,0,0,0,378,0,368,0,0,0,0,228,0,622,0,393,0,0,0,0,0,107,708,0,104,0,567,0,3,0,2363,0,0,0,0,0,0,831,11,0,0,0,0,0,0,0,0,0,2135,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,611,745
1,0,0,0,0,0,0,0,0,16,6,47,0,3,0,0,8,953,0,0,0,15,0,12,0,3,0,0,0,0,17,0,0,3,0,0,97,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,508,0,0,0,0,794,0,0,0,46,0,19,0,0,0,0,0,0,56,0,8,0,0,0,0,13,0,31,0,40,0,0,0,0,0,4,27,0,0,0,378,0,0,0,2605,0,0,10,0,0,0,7,0,0,0,0,0,50,0,0,0,0,2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,702,209
1,0,0,0,0,0,0,0,0,14,24,124,0,7,0,0,10,165,0,0,0,6,0,1,0,25,0,0,0,0,44,0,0,1,0,0,71,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,170,0,0,1,0,354,0,0,0,74,0,53,0,0,2,0,0,0,252,0,538,0,0,0,0,137,0,374,0,103,0,0,0,0,0,69,77,0,0,0,134,0,10,0,139,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,106,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,80
1,0,0,0,0,0,0,0,0,0,0,34,0,25,0,0,37,1949,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,0,0,0,0,752,0,0,0,0,0,18,0,0,0,0,0,0,34,0,3,0,0,0,0,23,0,14,0,6,0,0,0,0,0,1,48,0,0,0,196,0,0,0,1218,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,970,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327,642
1,0,0,0,0,0,0,0,0,920,21,443,0,42,0,0,43,2745,0,0,0,48,0,0,0,25,0,0,0,0,6,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2784,0,0,0,0,4676,0,0,0,3,0,316,0,0,2,0,0,0,608,0,105,0,0,0,0,194,0,252,0,345,0,0,0,0,0,29,341,0,0,0,168,0,2,0,873,0,0,0,0,0,0,749,0,0,0,0,0,50,0,0,0,2,715,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,376,946
1,0,0,0,0,0,0,0,0,6,16,69,0,25,0,1,16,6595,0,1,0,1,0,0,0,12,0,0,0,0,11,0,0,0,0,0,482,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4915,0,0,0,0,2192,0,0,0,20,0,76,0,0,0,0,0,0,124,0,65,0,0,0,0,85,0,8,0,45,0,0,0,0,0,46,37,0,0,0,1213,0,2,0,3741,0,0,0,0,0,0,26,1,0,0,0,0,51,0,0,0,7,2587,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1328,82
1,0,115,0,0,0,0,0,0,32892,27,193,0,21,0,1,22,5171,0,1,0,4,0,0,0,0,34,0,0,0,0,68,269,0,0,0,807,0,4,0,0,0,0,0,0,1,4,0,0,0,0,345,0,5040,0,0,0,2198,0,0,0,327,0,1997,0,0,0,0,0,0,0,329,899,0,0,0,0,194,0,0,0,162,0,0,0,0,0,122,0,82,0,0,2730,0,10,0,2405,0,0,0,0,0,0,608,0,0,0,0,0,55,0,0,0,8,2166,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,0,0,0,0,0,328,337
1,0,56,0,0,0,0,0,0,8942,11,77,0,3,0,0,1,1114,0,0,0,3,0,0,0,0,15,0,0,0,0,25,299,0,0,0,97,0,3,0,0,0,0,0,0,0,3,0,0,0,0,47,0,375,0,1,0,1000,0,0,0,8,0,395,0,0,1,0,0,0,0,168,264,0,0,0,0,90,0,0,0,85,0,0,0,0,0,52,0,40,0,0,765,0,6,0,4119,0,0,0,0,0,0,1499,0,0,0,0,0,91,0,0,0,0,4151,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,453,30
1,0,0,0,0,0,0,0,0,37,36,224,0,42,0,0,64,2715,0,0,0,6,0,1,0,42,0,0,0,0,46,0,0,0,0,0,256,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1881,0,0,1,0,1828,0,0,0,68,0,119,0,0,2,0,0,0,362,0,514,0,0,0,0,197,0,321,0,146,0,0,0,0,0,85,173,0,0,0,754,0,9,0,3361,0,0,0,0,0,1,80,1,0,0,0,0,23,0,0,0,0,2959,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,751,1118
1,0,0,0,0,0,0,0,0,93,37,244,0,66,0,0,45,2767,0,0,0,9,0,1,0,42,0,0,0,0,41,0,0,0,0,0,404,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2763,0,0,1,0,1884,0,0,0,68,0,199,0,0,2,0,0,0,475,0,554,0,0,0,0,257,0,351,0,161,0,0,0,0,0,77,289,0,0,0,487,0,8,0,1383,0,0,0,0,0,2,120,0,0,0,0,0,7,0,0,0,7,1100,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,491,471
1,0,0,0,0,0,0,0,0,23,35,157,0,17,0,0,12,1217,0,0,0,7,0,1,0,24,0,0,0,0,45,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1096,0,0,1,0,893,0,0,0,74,0,52,0,0,2,0,0,0,341,0,528,0,0,0,0,187,0,303,0,134,0,0,0,0,0,79,160,0,0,0,363,0,8,0,322,0,0,0,0,0,2,30,1,0,0,0,0,0,0,0,0,0,115,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,284,133
1,0,0,0,0,0,0,0,0,19,8,200,0,68,0,0,118,2023,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1714,0,0,0,0,2190,0,0,0,0,0,92,0,0,0,0,0,0,253,0,13,0,0,0,0,191,0,29,0,33,0,0,0,0,0,10,331,0,0,0,821,0,0,0,4140,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757,248
1,0,0,0,0,0,0,0,0,132,45,274,0,60,0,0,51,2466,0,0,0,6,0,1,0,46,0,0,0,0,39,0,0,0,0,0,346,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2376,0,0,1,0,2261,0,0,0,67,0,134,0,0,1,0,0,0,481,0,508,0,0,0,0,255,0,335,0,180,0,0,0,0,0,73,288,0,0,0,462,0,9,0,1533,0,0,0,0,0,0,141,0,0,0,0,0,1,0,0,0,4,1179,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,506,531
1,0,0,0,0,0,0,0,0,20,36,146,0,12,0,0,17,321,0,0,0,4,0,1,0,28,0,0,0,0,44,0,0,0,0,0,121,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,360,0,0,1,0,752,0,0,0,66,0,74,0,0,2,0,0,0,390,0,539,0,0,0,0,241,0,308,0,119,0,0,0,0,0,80,285,0,0,0,165,0,7,0,139,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,148
1,0,74,0,0,0,0,0,0,19230,75,405,0,27,0,1,41,3564,0,1,0,57,0,3,0,0,175,15,0,0,0,189,431,0,0,0,540,0,6,0,0,25,0,0,0,1,0,0,0,0,0,403,0,3635,0,1,0,2695,0,0,0,8,0,515,0,0,5,0,0,0,0,776,408,0,0,0,0,426,0,0,0,343,0,0,0,0,0,80,0,672,0,37,465,0,8,0,1265,0,0,0,0,0,0,445,6,0,0,0,0,1,0,0,0,20,1120,0,2,0,0,0,2,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,444,383
1,0,0,0,0,0,0,0,0,67,6,99,0,44,0,0,27,1975,0,0,0,3,0,0,0,16,0,0,0,0,2,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960,0,0,0,0,1035,0,0,0,0,0,66,0,0,0,0,0,0,115,0,12,0,0,0,0,43,0,50,0,54,0,0,0,0,0,10,56,0,0,0,111,0,1,0,772,0,0,0,0,0,0,43,0,0,0,0,0,6,0,0,0,2,552,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,231,483
1,0,0,0,0,0,0,0,0,2,0,120,0,50,0,0,95,1497,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1341,0,0,0,0,1186,0,0,0,0,0,70,0,0,0,0,0,0,75,0,4,0,0,0,0,63,0,0,0,4,0,0,0,0,0,16,104,0,0,0,258,0,0,0,1937,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,500
1,0,0,0,0,0,0,0,0,89,10,156,0,45,0,0,29,3605,0,0,0,3,0,1,0,38,0,8,0,0,47,0,0,0,0,0,344,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,3427,0,0,0,0,2423,0,0,0,0,0,302,0,0,0,0,0,0,163,0,19,0,0,0,0,85,0,78,0,67,0,0,0,0,0,9,109,0,21,0,1245,0,0,0,2245,0,0,0,0,0,0,262,0,0,0,0,0,27,0,0,0,6,2031,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,517
1,0,0,0,0,0,0,0,0,35,7,171,0,55,0,1,121,1442,0,0,0,0,0,3,0,57,0,0,0,0,10,0,0,1,0,0,182,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,968,0,0,0,0,1047,0,0,0,0,0,74,0,0,1,0,0,0,248,0,30,0,0,0,0,143,0,18,0,41,0,0,0,0,0,62,285,0,0,0,434,0,0,0,2759,0,0,0,0,0,0,870,0,0,0,0,0,50,0,0,0,0,2505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,699,354
1,0,0,0,0,0,0,0,0,283,35,370,0,88,0,0,174,10242,0,0,0,21,0,7,0,174,0,15,0,0,126,0,0,1,0,0,619,0,2,0,12,0,0,0,0,0,0,1,0,0,0,0,9776,0,0,1,0,3434,0,0,0,83,0,145,0,0,1,0,0,0,419,0,510,0,0,0,0,233,0,363,0,167,0,0,0,0,0,89,313,0,38,0,1072,0,8,0,3935,0,0,5,0,0,0,61,0,0,0,0,0,183,0,0,0,5,2941,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1393,699
1,0,0,0,0,0,0,0,0,5,21,161,0,6,0,0,6,262,0,0,0,24,0,11,0,101,0,20,0,0,136,0,0,8,0,0,92,0,2,0,14,0,0,0,0,0,0,1,0,0,0,0,260,0,0,1,0,476,0,0,0,71,0,67,0,0,3,0,0,0,324,0,520,0,0,0,0,179,0,357,0,153,0,0,0,0,0,74,210,0,44,0,181,0,7,0,414,0,0,8,0,0,0,34,1,0,0,0,0,22,0,0,0,1,340,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,176,70
1,0,0,0,0,0,0,0,0,48,27,199,0,21,0,0,46,2488,0,0,0,23,0,11,0,114,0,20,0,0,137,0,0,3,0,0,192,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,1013,0,0,1,0,1769,0,0,0,78,0,67,0,0,1,0,0,0,365,0,509,0,0,0,0,217,0,366,0,161,0,0,0,0,0,93,246,0,44,0,828,0,9,0,3792,0,0,8,0,0,0,44,1,0,0,0,0,15,0,0,0,3,3572,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,8,0,0,846,330
1,0,0,0,0,0,0,0,0,273,4,52,0,13,0,0,7,2315,0,0,0,8,0,0,0,9,0,0,0,0,3,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1549,0,0,0,0,2376,0,0,0,6,0,89,0,0,0,0,0,0,76,0,11,0,0,0,0,38,0,73,0,22,0,0,0,0,0,13,42,0,0,0,678,0,1,0,3626,0,0,0,0,0,0,11,0,0,0,0,0,2,0,0,0,0,3119,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1117,225
1,0,0,0,0,0,0,0,0,104,5,187,0,34,0,0,84,834,0,0,0,3,0,2,0,47,0,0,0,0,43,0,0,2,0,0,95,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,744,0,0,0,0,963,0,0,0,50,0,51,0,0,0,0,0,0,359,0,331,0,0,0,0,256,0,52,0,105,0,0,0,0,0,88,342,0,0,0,248,0,3,0,1674,0,0,2,0,0,0,101,6,0,0,0,0,1,0,0,0,0,1476,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,424,1531
1,0,0,0,0,0,0,0,0,0,7,179,0,10,0,0,21,350,0,0,0,16,0,0,0,88,0,5,0,0,123,0,0,0,0,0,100,0,3,0,16,0,0,0,0,0,0,1,0,0,0,0,705,0,0,0,0,975,0,0,0,45,0,74,0,0,0,0,0,0,341,0,278,0,0,0,0,225,0,103,0,162,0,0,0,0,0,87,279,0,20,0,218,0,3,0,402,0,0,0,0,0,0,78,12,0,0,0,0,45,0,0,0,0,361,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,657
1,0,3,0,0,0,0,0,0,11697,12,218,0,43,0,0,45,2170,0,0,0,1,0,0,0,0,23,0,0,0,0,3,126,0,0,0,298,0,2,0,0,0,0,0,0,0,10,0,0,0,0,60,0,2304,0,0,0,1530,0,0,0,0,0,84,0,0,1,0,0,0,0,505,92,0,0,0,0,308,0,0,0,172,0,0,0,0,0,11,0,576,0,0,336,0,1,0,1545,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,1458,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,427,576
1,0,0,0,0,0,0,0,0,0,6,114,0,29,0,0,61,2157,0,0,0,9,0,4,0,69,0,0,0,0,51,0,0,1,0,0,69,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1189,0,0,0,0,1572,0,0,0,0,0,89,0,0,2,0,0,0,154,0,24,0,0,0,0,107,0,39,0,55,0,0,0,0,0,0,228,0,0,0,467,0,0,0,2925,0,0,0,0,0,0,165,1,0,0,0,0,36,0,0,0,0,2755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,188
1,0,0,0,0,0,0,0,0,0,0,152,0,72,0,0,37,471,0,0,0,1,0,1,0,17,0,0,0,0,1,0,0,1,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,1459,0,0,0,0,0,310,0,0,0,0,0,0,151,0,4,0,0,0,0,115,0,6,0,26,0,0,0,0,0,12,123,0,0,0,1652,0,0,0,1226,0,0,1,0,0,0,312,1,0,0,0,0,0,0,0,0,0,1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,963,269
1,0,0,0,0,0,0,0,0,7020,3,174,0,25,0,0,49,798,0,0,0,14,0,0,0,0,104,13,0,0,0,96,94,0,0,0,256,0,0,0,0,16,0,0,0,0,12,0,0,0,0,226,0,769,0,0,0,964,0,0,0,0,0,115,0,0,0,0,0,0,0,336,22,0,0,0,0,241,0,0,0,108,0,0,0,0,0,24,0,454,0,37,101,0,0,0,1430,0,0,0,0,0,0,357,2,0,0,0,0,4,0,0,0,0,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,531
1,0,0,0,0,0,0,0,0,47,5,160,0,50,0,0,101,1403,0,0,0,0,0,0,0,73,0,0,0,0,3,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,1225,0,0,0,0,1216,0,0,0,99,0,64,0,0,0,0,0,0,274,0,10,0,0,0,0,225,0,38,0,49,0,0,0,0,0,6,430,0,0,0,413,0,0,0,2062,0,0,0,0,0,0,138,1,0,0,0,0,20,0,0,0,0,1762,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554,569
